# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4111518	4112372	+							MPAO1_19370	855		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4111518	4112372	+	QPZ83112.1			3-mercaptopyruvate sulfurtransferase			MPAO1_19370	855	284	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4112397	4113236	-							MPAO1_19375	840		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4112397	4113236	-	QPZ83113.1			alpha/beta fold hydrolase			MPAO1_19375	840	279	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4113348	4113941	+							MPAO1_19380	594		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4113348	4113941	+	QPZ83114.1			TetR/AcrR family transcriptional regulator			MPAO1_19380	594	197	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4114163	4114642	+							MPAO1_19385	480		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4114163	4114642	+	QPZ83115.1			hypothetical protein			MPAO1_19385	480	159	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4114848	4116122	+							MPAO1_19390	1275		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4114848	4116122	+	QPZ83116.1			transporter			MPAO1_19390	1275	424	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4116181	4116735	-							MPAO1_19395	555		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4116181	4116735	-	QPZ83117.1			glutathione peroxidase			MPAO1_19395	555	184	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4116900	4118099	-							MPAO1_19400	1200		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4116900	4118099	-	QPZ83118.1			MFS transporter			MPAO1_19400	1200	399	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4118173	4118622	-							MPAO1_19405	450		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4118173	4118622	-	QPZ83119.1			MarR family transcriptional regulator			MPAO1_19405	450	149	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4118754	4120574	+							MPAO1_19410	1821		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4118754	4120574	+	QPZ83120.1			acyl-CoA dehydrogenase			MPAO1_19410	1821	606	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4120605	4121165	-							MPAO1_19415	561		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4120605	4121165	-	QPZ83121.1			TetR/AcrR family transcriptional regulator			MPAO1_19415	561	186	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4121284	4122789	+							MPAO1_19420	1506		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4121284	4122789	+	QPZ83122.1			MFS transporter			MPAO1_19420	1506	501	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4122752	4123489	-							MPAO1_19425	738		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4122752	4123489	-	QPZ83123.1			adenosylcobinamide-GDP ribazoletransferase			MPAO1_19425	738	245	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4123492	4124076	-							MPAO1_19430	585		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4123492	4124076	-	QPZ83124.1			histidine phosphatase family protein			MPAO1_19430	585	194	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4124073	4125128	-					cobT		MPAO1_19435	1056		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4124073	4125128	-	QPZ83125.1			nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT		MPAO1_19435	1056	351	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4125125	4125646	-							MPAO1_19440	522		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4125125	4125646	-	QPZ83126.1			bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase			MPAO1_19440	522	173	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4125639	4127111	-							MPAO1_19445	1473		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4125639	4127111	-	QPZ83127.1			cobyric acid synthase CobQ			MPAO1_19445	1473	490	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4127104	4128099	-							MPAO1_19450	996		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4127104	4128099	-	QPZ83128.1			threonine-phosphate decarboxylase			MPAO1_19450	996	331	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4128092	4129030	-							MPAO1_19455	939		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4128092	4129030	-	QPZ83129.1			cobalamin biosynthesis protein			MPAO1_19455	939	312	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4129027	4129683	-					bluB		MPAO1_19460	657		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4129027	4129683	-	QPZ83130.1			5,6-dimethylbenzimidazole synthase	bluB		MPAO1_19460	657	218	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4129685	4130992	-							MPAO1_19465	1308		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4129685	4130992	-	QPZ83131.1			hydrogenobyrinate a,c-diamide synthase			MPAO1_19465	1308	435	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4131024	4131635	-					cobO		MPAO1_19470	612		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4131024	4131635	-	QPZ83132.1			cob(I)yrinic acid a,c-diamide adenosyltransferase	cobO		MPAO1_19470	612	203	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4131699	4133549	-					btuB		MPAO1_19475	1851		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4131699	4133549	-	QPZ83133.1			TonB-dependent vitamin B12 receptor	btuB		MPAO1_19475	1851	616	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4133901	4135940	-							MPAO1_19480	2040		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4133901	4135940	-	QPZ85184.1			FUSC family protein			MPAO1_19480	2040	679	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4136185	4136853	+							MPAO1_19485	669		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4136185	4136853	+	QPZ83134.1			GntR family transcriptional regulator			MPAO1_19485	669	222	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4136970	4137914	+							MPAO1_19490	945		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4136970	4137914	+	QPZ83135.1			4-hydroxyproline 2-epimerase			MPAO1_19490	945	314	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4137911	4139026	+							MPAO1_19495	1116		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4137911	4139026	+	QPZ83136.1			FAD-binding oxidoreductase			MPAO1_19495	1116	371	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4139023	4139259	+							MPAO1_19500	237		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4139023	4139259	+	QPZ83137.1			(2Fe-2S)-binding protein			MPAO1_19500	237	78	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4139256	4140509	+							MPAO1_19505	1254		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4139256	4140509	+	QPZ83138.1			NAD(P)/FAD-dependent oxidoreductase			MPAO1_19505	1254	417	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4140506	4141408	-							MPAO1_19510	903		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4140506	4141408	-	QPZ83139.1			EamA family transporter			MPAO1_19510	903	300	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4141508	4142374	+							MPAO1_19515	867		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4141508	4142374	+	QPZ85185.1			LysR family transcriptional regulator			MPAO1_19515	867	288	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4142437	4142661	-							MPAO1_19520	225		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4142437	4142661	-	QPZ83140.1			HTH domain-containing protein			MPAO1_19520	225	74	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4142671	4143615	-							MPAO1_19525	945		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4142671	4143615	-	QPZ83141.1			XRE family transcriptional regulator			MPAO1_19525	945	314	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4143654	4145096	+							MPAO1_19530	1443		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4143654	4145096	+	QPZ83142.1			MFS transporter			MPAO1_19530	1443	480	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4145261	4145935	+							MPAO1_19535	675		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4145261	4145935	+	QPZ85186.1			AraC family transcriptional regulator			MPAO1_19535	675	224	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4146193	4147014	+							MPAO1_19540	822		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4146193	4147014	+	QPZ83143.1			amino acid ABC transporter substrate-binding protein			MPAO1_19540	822	273	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4147073	4148815	+							MPAO1_19545	1743		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4147073	4148815	+	QPZ83144.1			DUF521 domain-containing protein			MPAO1_19545	1743	580	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4148815	4149480	+							MPAO1_19550	666		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4148815	4149480	+	QPZ83145.1			amino acid ABC transporter permease			MPAO1_19550	666	221	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4149491	4150135	+							MPAO1_19555	645		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4149491	4150135	+	QPZ83146.1			amino acid ABC transporter permease			MPAO1_19555	645	214	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4150132	4150854	+							MPAO1_19560	723		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4150132	4150854	+	QPZ83147.1			amino acid ABC transporter ATP-binding protein			MPAO1_19560	723	240	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4150880	4151914	+							MPAO1_19565	1035		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4150880	4151914	+	QPZ83148.1			trans-3-hydroxy-L-proline dehydratase			MPAO1_19565	1035	344	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4152065	4152982	+							MPAO1_19570	918		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4152065	4152982	+	QPZ83149.1			dihydrodipicolinate synthase family protein			MPAO1_19570	918	305	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4153075	4154655	+							MPAO1_19575	1581		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4153075	4154655	+	QPZ83150.1			aldehyde dehydrogenase (NADP(+))			MPAO1_19575	1581	526	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4154759	4155763	-							MPAO1_19580	1005		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4154759	4155763	-	QPZ83151.1			delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase			MPAO1_19580	1005	334	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4156003	4157628	+							MPAO1_19585	1626		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4156003	4157628	+	QPZ83152.1			methyl-accepting chemotaxis protein			MPAO1_19585	1626	541	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4157641	4158036	-							MPAO1_19590	396		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4157641	4158036	-	QPZ83153.1			proteinase inhibitor			MPAO1_19590	396	131	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4158283	4159722	-							MPAO1_19595	1440		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4158283	4159722	-	QPZ83154.1			serralysin			MPAO1_19595	1440	479	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4159615	4159854	+							MPAO1_19600	240		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4159615	4159854	+	QPZ85187.1			3-(3-hydroxyphenyl)propionate hydroxylase			MPAO1_19600	240	79	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4159962	4160084	-							MPAO1_19605	123		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4159962	4160084	-	QPZ83155.1			alkaline protease			MPAO1_19605	123	40	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4160081	4161526	-							MPAO1_19610	1446		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4160081	4161526	-	QPZ83156.1			alkaline protease secretion protein AprF			MPAO1_19610	1446	481	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4161530	4162828	-							MPAO1_19615	1299		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4161530	4162828	-	QPZ83157.1			alkaline protease secretion protein AprE			MPAO1_19615	1299	432	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4162825	4164606	-							MPAO1_19620	1782		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4162825	4164606	-	QPZ83158.1			alkaline protease secretion ATP-binding protein AprD			MPAO1_19620	1782	593	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4164693	4165937	-							MPAO1_19625	1245		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4164693	4165937	-	QPZ83159.1			hypothetical protein			MPAO1_19625	1245	414	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4166952	4167293	+							MPAO1_19630	342		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4166952	4167293	+	QPZ83160.1			hypothetical protein			MPAO1_19630	342	113	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4167529	4170105	+							MPAO1_19635	2577		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4167529	4170105	+	QPZ83161.1			hybrid sensor histidine kinase/response regulator			MPAO1_19635	2577	858	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4170128	4171900	-							MPAO1_19640	1773		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4170128	4171900	-	QPZ83162.1			peptidase S8 and S53 subtilisin kexin sedolisin			MPAO1_19640	1773	590	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4171980	4172540	-							MPAO1_19645	561		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4171980	4172540	-	QPZ83163.1			TetR/AcrR family transcriptional regulator			MPAO1_19645	561	186	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4172705	4173502	+							MPAO1_19650	798		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4172705	4173502	+	QPZ83164.1			enoyl-CoA hydratase			MPAO1_19650	798	265	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4173559	4174443	+							MPAO1_19655	885		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4173559	4174443	+	QPZ83165.1			alpha/beta fold hydrolase			MPAO1_19655	885	294	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4174826	4176274	+							MPAO1_19660	1449		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4174826	4176274	+	QPZ83166.1			TolC family protein			MPAO1_19660	1449	482	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4176271	4177422	+							MPAO1_19665	1152		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4176271	4177422	+	QPZ83167.1			HlyD family secretion protein			MPAO1_19665	1152	383	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4177412	4178923	+							MPAO1_19670	1512		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4177412	4178923	+	QPZ83168.1			EmrB/QacA family drug resistance transporter			MPAO1_19670	1512	503	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4178926	4179708	-							MPAO1_19675	783		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4178926	4179708	-	QPZ83169.1			AraC family transcriptional regulator			MPAO1_19675	783	260	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4179900	4180403	+							MPAO1_19680	504		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4179900	4180403	+	QPZ83170.1			thioredoxin family protein			MPAO1_19680	504	167	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4180425	4180682	-							MPAO1_19685	258		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4180425	4180682	-	QPZ83171.1			DUF2790 domain-containing protein			MPAO1_19685	258	85	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4180679	4182718	-							MPAO1_19690	2040		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4180679	4182718	-	QPZ83172.1			FUSC family protein			MPAO1_19690	2040	679	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4182718	4183626	-							MPAO1_19695	909		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4182718	4183626	-	QPZ83173.1			HlyD family secretion protein			MPAO1_19695	909	302	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4183639	4183836	-							MPAO1_19700	198		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4183639	4183836	-	QPZ83174.1			DUF1656 domain-containing protein			MPAO1_19700	198	65	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4183970	4184776	+							MPAO1_19705	807		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4183970	4184776	+	QPZ83175.1			AraC family transcriptional regulator			MPAO1_19705	807	268	
